ID,chemical_name,cas_rn,protected_cas_rn,DTXSID,PubChem_CID,InChI_string,InChIKey,smiles,S,S_unit,S_comment,S_AD,comment_compound,DTXSID_mixture_network
ID_1354,N-Butylphthalimide,1515-72-6,CASRN_1515-72-6,DTXSID8044591,73812,"InChI=1S/C12H13NO2/c1-2-3-8-13-11(14)9-6-4-5-7-10(9)12(13)15/h4-7H,2-3,8H2,1H3
",DLKDEVCJRCPTLN-UHFFFAOYSA-N,CCCCN1C(=O)C2=C(C=CC=C2)C1=O,233.351890186648,mg/L,OPERA 2.7,1,n/a,n/a
ID_1355,Irbesartan,138402-11-6,CASRN_138402-11-6,DTXSID0023169,3749,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)
",YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,3.1768109080709532,mg/L,OPERA 2.7,1,n/a,n/a
ID_1356,Losartan Carboxylic acid,124750-92-1,CASRN_124750-92-1,DTXSID80154474,108185,"InChI=1S/C22H21ClN6O2/c1-2-3-8-18-24-20(23)19(22(30)31)29(18)13-14-9-11-15(12-10-14)16-6-4-5-7-17(16)21-25-27-28-26-21/h4-7,9-12H,2-3,8,13H2,1H3,(H,30,31)(H,25,26,27,28)
",ZEUXAIYYDDCIRX-UHFFFAOYSA-N,CCCCC1=NC(Cl)=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(O)=O,31.65060709567634,mg/L,OPERA 2.7,0,n/a,n/a
ID_1357,"2-Carbamoyl-3,5,6-trichloro-4-cyanobenzenesulfonic acid",1418095-02-9,CASRN_1418095-02-9,DTXSID60891330,138402812,"InChI=1S/C8H3Cl3N2O4S/c9-4-2(1-12)5(10)6(11)7(18(15,16)17)3(4)8(13)14/h(H2,13,14)(H,15,16,17)
",JNMMKKYUIIQPDG-UHFFFAOYSA-N,NC(=O)C1=C(Cl)C(C#N)=C(Cl)C(Cl)=C1S(O)(=O)=O,642.5322909582687,mg/L,OPERA 2.7,1,n/a,n/a
ID_1358,Phthalamic acid,88-97-1,CASRN_88-97-1,DTXSID0058980,6957,"InChI=1S/C8H7NO3/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H2,9,10)(H,11,12)
",CYMRPDYINXWJFU-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1C(O)=O,1405.637447330461,mg/L,OPERA 2.7,1,n/a,n/a
ID_1359,Chlorfenvinphos,470-90-6,CASRN_470-90-6,DTXSID7034250,10107,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3
",FSAVDKDHPDSCTO-UHFFFAOYSA-N,CCOP(=O)(OCC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1,133.58920697417932,mg/L,OPERA 2.7,1,n/a,n/a
ID_1360,Oxyfluorfen,42874-03-3,CASRN_42874-03-3,DTXSID7024241,39327,"InChI=1S/C15H11ClF3NO4/c1-2-23-14-8-10(4-5-12(14)20(21)22)24-13-6-3-9(7-11(13)16)15(17,18)19/h3-8H,2H2,1H3
",OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,0.11437958296829027,mg/L,OPERA 2.7,1,n/a,n/a
ID_1361,2-Chlorobenzothiazole,615-20-3,CASRN_615-20-3,DTXSID2052289,11987,"InChI=1S/C7H4ClNS/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H
",BSQLQMLFTHJVKS-UHFFFAOYSA-N,ClC1=NC2=CC=CC=C2S1,548.9119202497282,mg/L,OPERA 2.7,1,n/a,n/a
ID_1362,Prochlorperazine,58-38-8,CASRN_58-38-8,DTXSID7023514,4917,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3
",WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,14.886819535677464,mg/L,OPERA 2.7,1,n/a,n/a
ID_1363,Clothiapine,2058-52-8,CASRN_2058-52-8,DTXSID5022851,16351,"InChI=1S/C18H18ClN3S/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3
",KAAZGXDPUNNEFN-UHFFFAOYSA-N,CN1CCN(CC1)C1=NC2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,0.991731912980146,mg/L,OPERA 2.7,1,n/a,n/a
ID_1364,Amoxapine,14028-44-5,CASRN_14028-44-5,DTXSID7022598,2170,"InChI=1S/C17H16ClN3O/c18-12-5-6-15-13(11-12)17(21-9-7-19-8-10-21)20-14-3-1-2-4-16(14)22-15/h1-6,11,19H,7-10H2
",QWGDMFLQWFTERH-UHFFFAOYSA-N,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1,30.6647267563724,mg/L,OPERA 2.7,1,n/a,n/a
ID_1365,Sulcotrione-CMBA,53250-83-2,CASRN_53250-83-2,DTXSID10201364,735863,"InChI=1S/C8H7ClO4S/c1-14(12,13)5-2-3-6(8(10)11)7(9)4-5/h2-4H,1H3,(H,10,11)
",CTTWSFIIFMWHLQ-UHFFFAOYSA-N,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(O)=O,60314.337042671395,mg/L,OPERA 2.7,1,n/a,n/a
ID_1366,2-Chloro-4-methyl-5-nitro-pyridine,23056-33-9,CASRN_23056-33-9,DTXSID90323073,345364,"InChI=1S/C6H5ClN2O2/c1-4-2-6(7)8-3-5(4)9(10)11/h2-3H,1H3
",HWZUMEVIIGNXGM-UHFFFAOYSA-N,CC1=CC(Cl)=NC=C1[N+]([O-])=O,68.70135442241704,mg/L,OPERA 2.7,1,n/a,n/a
ID_1367,Chlorthalidone,77-36-1,CASRN_77-36-1,DTXSID4022812,2732,"InChI=1/C14H11ClN2O4S/c15-11-6-5-8(7-12(11)22(16,20)21)14(19)10-4-2-1-3-9(10)13(18)17-14/h1-7,19H,(H,17,18)(H2,16,20,21)
",JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,120.19658373676596,mg/L,OPERA 2.7,1,n/a,n/a
ID_1368,Aclonifen,74070-46-5,CASRN_74070-46-5,DTXSID7058175,92389,"InChI=1S/C12H9ClN2O3/c13-11-10(18-8-4-2-1-3-5-8)7-6-9(12(11)14)15(16)17/h1-7H,14H2
",DDBMQDADIHOWIC-UHFFFAOYSA-N,NC1=C(C=CC(OC2=CC=CC=C2)=C1Cl)[N+]([O-])=O,1.873720107529496,mg/L,OPERA 2.7,1,n/a,n/a
ID_1369,2-chloro-9H-carbazole,10537-08-3,CASRN_10537-08-3,DTXSID40372894,2752388,"InChI=1S/C12H8ClN/c13-8-5-6-10-9-3-1-2-4-11(9)14-12(10)7-8/h1-7,14H
",LOQQFCPPDBFFSO-UHFFFAOYSA-N,ClC1=CC2=C(C=C1)C1=CC=CC=C1N2,42.130656478671696,mg/L,OPERA 2.7,1,n/a,n/a
ID_1370,2-Chlorobenzaldehyde,89-98-5,CASRN_89-98-5,DTXSID5024764,6996,"InChI=1S/C7H5ClO/c8-7-4-2-1-3-6(7)5-9/h1-5H
",FPYUJUBAXZAQNL-UHFFFAOYSA-N,ClC1=C(C=O)C=CC=C1,2177.1715212052745,mg/L,OPERA 2.7,1,n/a,n/a
ID_1371,Dimethenamid,87674-68-8,CASRN_87674-68-8,DTXSID4032376,91744,"InChI=1/C12H18ClNO2S/c1-8-7-17-10(3)12(8)14(11(15)5-13)9(2)6-16-4/h7,9H,5-6H2,1-4H3
",JLYFCTQDENRSOL-UHFFFAOYSA-N,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,1260.6035181388645,mg/L,OPERA 2.7,1,n/a,n/a
ID_1372,Dimethenamid-P,163515-14-8,CASRN_163515-14-8,DTXSID2034542,13633097,"InChI=1S/C12H18ClNO2S/c1-8-7-17-10(3)12(8)14(11(15)5-13)9(2)6-16-4/h7,9H,5-6H2,1-4H3/t9-/m0/s1
",JLYFCTQDENRSOL-VIFPVBQESA-N,COC[C@H](C)N(C(=O)CCl)C1=C(C)SC=C1C,1260.6035181388645,mg/L,OPERA 2.7,1,n/a,n/a
ID_1373,Pretilachlor,51218-49-6,CASRN_51218-49-6,DTXSID8058112,91644,"InChI=1S/C17H26ClNO2/c1-4-11-21-12-10-19(16(20)13-18)17-14(5-2)8-7-9-15(17)6-3/h7-9H,4-6,10-13H2,1-3H3
",YLPGTOIOYRQOHV-UHFFFAOYSA-N,CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,50.57614788613824,mg/L,OPERA 2.7,1,n/a,n/a
ID_1374,Alachlor,15972-60-8,CASRN_15972-60-8,DTXSID1022265,2078,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3
",XCSGPAVHZFQHGE-UHFFFAOYSA-N,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,204.64147241562284,mg/L,OPERA 2.7,1,n/a,n/a
ID_1375,Dimethachlor,50563-36-5,CASRN_50563-36-5,DTXSID3058111,39722,"InChI=1S/C13H18ClNO2/c1-10-5-4-6-11(2)13(10)15(7-8-17-3)12(16)9-14/h4-6H,7-9H2,1-3H3
",SCCDDNKJYDZXMM-UHFFFAOYSA-N,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,2227.4022849536805,mg/L,OPERA 2.7,1,n/a,n/a
ID_1376,Ofurace,58810-48-3,CASRN_58810-48-3,DTXSID6058138,42850,"InChI=1/C14H16ClNO3/c1-9-4-3-5-10(2)13(9)16(12(17)8-15)11-6-7-19-14(11)18/h3-5,11H,6-8H2,1-2H3
",OWDLFBLNMPCXSD-UHFFFAOYSA-N,CC1=CC=CC(C)=C1N(C1CCOC1=O)C(=O)CCl,144.49356632572713,mg/L,OPERA 2.7,1,n/a,n/a
ID_1377,Metazachlor,67129-08-2,CASRN_67129-08-2,DTXSID4058156,49384,"InChI=1S/C14H16ClN3O/c1-11-5-3-6-12(2)14(11)18(13(19)9-15)10-17-8-4-7-16-17/h3-8H,9-10H2,1-2H3
",STEPQTYSZVCJPV-UHFFFAOYSA-N,CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CCl,450.45775454144274,mg/L,OPERA 2.7,1,n/a,n/a
ID_1378,Thenylchlor,96491-05-3,CASRN_96491-05-3,DTXSID0058227,443036,"InChI=1S/C16H18ClNO2S/c1-11-5-4-6-12(2)16(11)18(15(19)9-17)10-14-13(20-3)7-8-21-14/h4-8H,9-10H2,1-3H3
",KDWQYMVPYJGPHS-UHFFFAOYSA-N,COC1=C(CN(C(=O)CCl)C2=C(C)C=CC=C2C)SC=C1,10.97312915241194,mg/L,OPERA 2.7,1,n/a,n/a
ID_1379,Pethoxamid,106700-29-2,CASRN_106700-29-2,DTXSID4057928,6450826,"InChI=1S/C16H22ClNO2/c1-4-20-11-10-18(15(19)12-17)16(13(2)3)14-8-6-5-7-9-14/h5-9H,4,10-12H2,1-3H3
",CSWIKHNSBZVWNQ-UHFFFAOYSA-N,CCOCCN(C(=O)CCl)C(=C(C)C)C1=CC=CC=C1,399.03671029943695,mg/L,OPERA 2.7,1,n/a,n/a
ID_1380,Metolachlor,51218-45-2,CASRN_51218-45-2,DTXSID4022448,4169,"InChI=1/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3
",WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,516.4311036735131,mg/L,OPERA 2.7,1,n/a,n/a
ID_1381,S-Metolachlor,87392-12-9,CASRN_87392-12-9,DTXSID6032431,11140605,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m0/s1
",WVQBLGZPHOPPFO-LBPRGKRZSA-N,CCC1=C(N([C@@H](C)COC)C(=O)CCl)C(C)=CC=C1,516.4311036735131,mg/L,OPERA 2.7,1,n/a,n/a
ID_1382,Boscalid,188425-85-6,CASRN_188425-85-6,DTXSID6034392,213013,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)
",WYEMLYFITZORAB-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,3.593849889765489,mg/L,OPERA 2.7,1,n/a,n/a
ID_1383,Acetochlor,34256-82-1,CASRN_34256-82-1,DTXSID8023848,1988,"InChI=1S/C14H20ClNO2/c1-4-12-8-6-7-11(3)14(12)16(10-18-5-2)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3
",VTNQPKFIQCLBDU-UHFFFAOYSA-N,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,240.43276558034063,mg/L,OPERA 2.7,1,n/a,n/a
ID_1384,Crimidine,535-89-7,CASRN_535-89-7,DTXSID0041800,10813,"InChI=1S/C7H10ClN3/c1-5-4-6(11(2)3)10-7(8)9-5/h4H,1-3H3
",HJIUPFPIEBPYIE-UHFFFAOYSA-N,CN(C)C1=CC(C)=NC(Cl)=N1,9431.77001801841,mg/L,OPERA 2.7,1,n/a,n/a
ID_1385,Chlormequat,7003-89-6,CASRN_7003-89-6,DTXSID4048064,13837,"InChI=1S/C5H13ClN/c1-7(2,3)5-4-6/h4-5H2,1-3H3/q+1
",JUZXDNPBRPUIOR-UHFFFAOYSA-N,C[N+](C)(C)CCCl,689542.9329484061,mg/L,OPERA 2.7,1,n/a,n/a
ID_1386,Allidochlor,93-71-0,CASRN_93-71-0,DTXSID2041591,7157,"InChI=1S/C8H12ClNO/c1-3-5-10(6-4-2)8(11)7-9/h3-4H,1-2,5-7H2
",MDBGGTQNNUOQRC-UHFFFAOYSA-N,ClCC(=O)N(CC=C)CC=C,42623.565611954866,mg/L,OPERA 2.7,1,n/a,n/a
ID_1387,Chlorsulfuron,64902-72-3,CASRN_64902-72-3,DTXSID7023980,47491,"InChI=1S/C12H12ClN5O4S/c1-7-14-10(17-12(15-7)22-2)16-11(19)18-23(20,21)9-6-4-3-5-8(9)13/h3-6H,1-2H3,(H2,14,15,16,17,18,19)
",VJYIFXVZLXQVHO-UHFFFAOYSA-N,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1,18348.641735059056,mg/L,OPERA 2.7,1,n/a,n/a
ID_1388,Triflumuron,64628-44-0,CASRN_64628-44-0,DTXSID5034355,47445,"InChI=1S/C15H10ClF3N2O3/c16-12-4-2-1-3-11(12)13(22)21-14(23)20-9-5-7-10(8-6-9)24-15(17,18)19/h1-8H,(H2,20,21,22,23)
",XAIPTRIXGHTTNT-UHFFFAOYSA-N,FC(F)(F)OC1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1,0.03196917115085746,mg/L,OPERA 2.7,1,n/a,n/a
ID_1389,2-Chloronaphthalene,91-58-7,CASRN_91-58-7,DTXSID8023971,7056,"InChI=1S/C10H7Cl/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H
",CGYGETOMCSJHJU-UHFFFAOYSA-N,ClC1=CC=C2C=CC=CC2=C1,11.51261434565484,mg/L,OPERA 2.7,1,n/a,n/a
ID_1390,Propachlor,1918-16-7,CASRN_1918-16-7,DTXSID4024274,4931,"InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3
",MFOUDYKPLGXPGO-UHFFFAOYSA-N,CC(C)N(C(=O)CCl)C1=CC=CC=C1,685.0154123543297,mg/L,OPERA 2.7,1,n/a,n/a
ID_1391,Sulfallate,95-06-7,CASRN_95-06-7,DTXSID7021289,7216,"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3
",XJCLWVXTCRQIDI-UHFFFAOYSA-N,CCN(CC)C(=S)SCC(Cl)=C,97.68351293870438,mg/L,OPERA 2.7,1,n/a,n/a
ID_1392,2-Chloropyridine,109-09-1,CASRN_109-09-1,DTXSID8024810,7977,"InChI=1S/C5H4ClN/c6-5-3-1-2-4-7-5/h1-4H
",OKDGRDCXVWSXDC-UHFFFAOYSA-N,ClC1=NC=CC=C1,20190.58442158193,mg/L,OPERA 2.7,1,n/a,n/a
ID_1393,Dinex,131-89-5,CASRN_131-89-5,DTXSID4024064,8540,"InChI=1S/C12H14N2O5/c15-12-10(8-4-2-1-3-5-8)6-9(13(16)17)7-11(12)14(18)19/h6-8,15H,1-5H2
",QJYHUJAGJUHXJN-UHFFFAOYSA-N,OC1=C(C=C(C=C1C1CCCCC1)[N+]([O-])=O)[N+]([O-])=O,14.972506485590602,mg/L,OPERA 2.7,1,n/a,n/a
ID_1394,Gemcitabine,95058-81-4,CASRN_95058-81-4,DTXSID3040487,60750,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1
",SDUQYLNIPVEERB-QPPQHZFASA-N,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,9778.844383360492,mg/L,OPERA 2.7,1,n/a,n/a
ID_1395,"2',2'-Difluorodeoxyuridine",114248-23-6,CASRN_114248-23-6,DTXSID50891460,9871558,"InChI=1S/C9H10F2N2O5/c10-9(11)6(16)4(3-14)18-7(9)13-2-1-5(15)12-8(13)17/h1-2,4,6-7,14,16H,3H2,(H,12,15,17)/t4-,6-,7-/m1/s1
",FIRDBEQIJQERSE-QPPQHZFASA-N,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O,24093.958359524106,mg/L,OPERA 2.7,1,n/a,n/a
ID_1396,2-Dodecylbenzenesulfonic acid,47221-31-8,CASRN_47221-31-8,DTXSID10860152,25457,"InChI=1S/C18H30O3S/c1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16-18(17)22(19,20)21/h12-13,15-16H,2-11,14H2,1H3,(H,19,20,21)
",WBIQQQGBSDOWNP-UHFFFAOYSA-N,CCCCCCCCCCCCC1=CC=CC=C1S(O)(=O)=O,4.611935083193297,mg/L,OPERA 2.7,1,n/a,n/a
ID_1397,Candesartan,139481-59-7,CASRN_139481-59-7,DTXSID0022725,2541,"InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)
",HTQMVQVXFRQIKW-UHFFFAOYSA-N,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,82.01804864759367,mg/L,OPERA 2.7,1,n/a,n/a
ID_1398,Fluoroglycofen-ethyl,77501-90-7,CASRN_77501-90-7,DTXSID0041983,53672,"InChI=1S/C18H13ClF3NO7/c1-2-28-16(24)9-29-17(25)12-8-11(4-5-14(12)23(26)27)30-15-6-3-10(7-13(15)19)18(20,21)22/h3-8H,2,9H2,1H3
",IPPAUTOBDWNELX-UHFFFAOYSA-N,CCOC(=O)COC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,0.6039981306804127,mg/L,OPERA 2.7,1,n/a,n/a
ID_1399,Ethofumesate,26225-79-6,CASRN_26225-79-6,DTXSID8034580,33360,"InChI=1/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3
",IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,73.60071284380366,mg/L,OPERA 2.7,1,n/a,n/a
ID_1400,Repaglinide,135062-02-1,CASRN_135062-02-1,DTXSID3023552,65981,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1
",FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N2CCCCC2)=C1)C(O)=O,16.43273121986739,mg/L,OPERA 2.7,1,n/a,n/a
ID_1401,2-Ethoxybenzamide,938-73-8,CASRN_938-73-8,DTXSID4020581,3282,"InChI=1S/C9H11NO2/c1-2-12-8-6-4-3-5-7(8)9(10)11/h3-6H,2H2,1H3,(H2,10,11)
",SBNKFTQSBPKMBZ-UHFFFAOYSA-N,CCOC1=C(C=CC=C1)C(N)=O,2280.284374382797,mg/L,OPERA 2.7,1,n/a,n/a
ID_1402,Haloxyfop-etotyl,87237-48-7,CASRN_87237-48-7,DTXSID9058492,91743,"InChI=1/C19H19ClF3NO5/c1-3-26-8-9-27-18(25)12(2)28-14-4-6-15(7-5-14)29-17-16(20)10-13(11-24-17)19(21,22)23/h4-7,10-12H,3,8-9H2,1-2H3
",MIJLZGZLQLAQCM-UHFFFAOYSA-N,CCOCCOC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,0.5851935880970851,mg/L,OPERA 2.7,1,n/a,n/a
ID_1403,2-Phenyl-2-ethylmalondiamide,7206-76-0,CASRN_7206-76-0,DTXSID3025885,23611,"InChI=1S/C11H14N2O2/c1-2-11(9(12)14,10(13)15)8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H2,12,14)(H2,13,15)
",JFZHPFOXAAIUMB-UHFFFAOYSA-N,CCC(C(N)=O)(C(N)=O)C1=CC=CC=C1,784.1216204413416,mg/L,OPERA 2.7,1,n/a,n/a
ID_1404,2-Ethyl-6-methylaniline,24549-06-2,CASRN_24549-06-2,DTXSID7027833,32485,"InChI=1S/C9H13N/c1-3-8-6-4-5-7(2)9(8)10/h4-6H,3,10H2,1-2H3
",JJVKJJNCIILLRP-UHFFFAOYSA-N,CCC1=CC=CC(C)=C1N,1291.2454755595834,mg/L,OPERA 2.7,1,n/a,n/a
ID_1405,2-Ethylhexyl trans-4-methoxycinnamate,83834-59-7,CASRN_83834-59-7,DTXSID9047205,5355130,"InChI=1/C18H26O3/c1-4-6-7-15(5-2)14-21-18(19)13-10-16-8-11-17(20-3)12-9-16/h8-13,15H,4-7,14H2,1-3H3/b13-10+
",YBGZDTIWKVFICR-JLHYYAGUSA-N,CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1,6.067378642884061,mg/L,OPERA 2.7,1,n/a,n/a
ID_1406,Octocrylene,6197-30-4,CASRN_6197-30-4,DTXSID9025299,22571,"InChI=1/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3
",FMJSMJQBSVNSBF-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,0.5862600230437927,mg/L,OPERA 2.7,1,n/a,n/a
ID_1407,Octyl-methoxycinnamate,5466-77-3,CASRN_5466-77-3,DTXSID1025302,21630,"InChI=1/C18H26O3/c1-4-6-7-15(5-2)14-21-18(19)13-10-16-8-11-17(20-3)12-9-16/h8-13,15H,4-7,14H2,1-3H3
",YBGZDTIWKVFICR-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1,6.067378642884061,mg/L,OPERA 2.7,1,n/a,n/a
ID_1408,2-Ethylhexyl 4-(dimethylamino)benzoate,21245-02-3,CASRN_21245-02-3,DTXSID7029320,30541,"InChI=1/C17H27NO2/c1-5-7-8-14(6-2)13-20-17(19)15-9-11-16(12-10-15)18(3)4/h9-12,14H,5-8,13H2,1-4H3
",WYWZRNAHINYAEF-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,10.306684483338852,mg/L,OPERA 2.7,1,n/a,n/a
ID_1409,2-Ethylhexyl diphenyl phosphate | EHDP,1241-94-7,CASRN_1241-94-7,DTXSID1025300,14716,"InChI=1/C20H27O4P/c1-3-5-12-18(4-2)17-22-25(21,23-19-13-8-6-9-14-19)24-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3
",CGSLYBDCEGBZCG-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1.9019337243927896,mg/L,OPERA 2.7,1,n/a,n/a
ID_1410,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine | EDDP",30223-73-5,CASRN_30223-73-5,DTXSID10880951,115159,"InChI=1/C20H23N/c1-4-19-20(15-16(2)21(19)3,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h4-14,16H,15H2,1-3H3
",AJRJPORIQGYFMT-UHFFFAOYSA-N,CC=C1N(C)C(C)CC1(C1=CC=CC=C1)C1=CC=CC=C1,0.650314859886715,mg/L,OPERA 2.7,1,n/a,n/a
ID_1411,Oxypurinol,2465-59-0,CASRN_2465-59-0,DTXSID4035209,135398752,"InChI=1S/C5H4N4O2/c10-4-2-1-6-9-3(2)7-5(11)8-4/h1H,(H3,6,7,8,9,10,11)
",HXNFUBHNUDHIGC-UHFFFAOYSA-N,O=C1NC2=NNC=C2C(=O)N1,503.6934828208138,mg/L,OPERA 2.7,1,n/a,n/a
ID_1412,Methocarbamol,532-03-6,CASRN_532-03-6,DTXSID6023286,4107,"InChI=1/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)
",GNXFOGHNGIVQEH-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(O)COC(N)=O,13566.09083128954,mg/L,OPERA 2.7,1,n/a,n/a
ID_1413,Sulfasalazine,599-79-1,CASRN_599-79-1,DTXSID0021256,5339,"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,23H,(H,19,22)(H,24,25)
",NCEXYHBECQHGNR-UHFFFAOYSA-N,OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,7.767985900976077,mg/L,OPERA 2.7,1,n/a,n/a
