ID,chemical_name,DTXSID,PubChem_CID,InChIKey,FISH_ACUTE_LC50_IRFMN_RECALCULATED,FISH_ACUTE_LC50_IRFMN_RECALCULATED_UNIT,FISH_ACUTE_LC50_IRFMN_RELIABILTY,FISH_ACUTE_LC50_IRFMN_RECALCULATED_S_AD,FISH_S_AD_COMMENT,FISH_ECOTOXDB_P5,FISH_ECOTOXDB_P5_UNIT,FISH_ECOTOXDB_GEOMEAN,FISH_ECOTOXDB_GEOMEAN_UNIT,FISH_ECOTOXDB_P5_S_AD,FISH_ECOTOXDB_GEOMEAN_S_AD,FISH_ECOTOXDB_S_AD_COMMENT,FISH_ECOTOXDB_datapoints
ID_1575,Tetraethylene glycol monododecyl ether,DTXSID3063752,78933,WPMWEFXCIYCJSA-UHFFFAOYSA-N,4.655,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1576,Clofentezine,DTXSID9023881,73670,UXADOQPNKNTIHB-UHFFFAOYSA-N,0.86,mg/L,LOW,0,"OPERA 2.7, QSARr",1.013,mg/L,1.519,mg/L,0,0,"OPERA 2.7, QSARr",3
ID_1577,"3,6-Dibromocarbazole",DTXSID60298163,274874,FIHILUSWISKVSR-UHFFFAOYSA-N,0.4442,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1578,Dicamba,DTXSID4024018,3030,IWEDIXLBFLAXBO-UHFFFAOYSA-N,2.481,mg/L,LOW,3,"OPERA 2.7, QSARr",17.2,mg/L,49.35,mg/L,3,3,"OPERA 2.7, QSARr",13
ID_1579,"3,6-Dichlorocarbazole",DTXSID40284786,236487,BIMDTNQPZWJKPL-UHFFFAOYSA-N,0.3974,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1580,Clopyralid,DTXSID9029221,15553,HUBANNPOLNYSAD-UHFFFAOYSA-N,5.64,mg/L,LOW,3,"OPERA 2.7, QSARr",452.2,mg/L,530.9,mg/L,3,3,"OPERA 2.7, QSARr",4
ID_1581,"3,6-Diiodo-9H-carbazole",DTXSID90389437,3116488,PECAOKZHORDWAI-UHFFFAOYSA-N,0.5295,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1582,Quinclorac,DTXSID6032641,91739,FFSSWMQPCJRCRV-UHFFFAOYSA-N,0.8762,mg/L,MODERATE,0,"OPERA 2.7, QSARr",39.38,mg/L,67.53,mg/L,0,0,"OPERA 2.7, QSARr",4
ID_1583,Pentoxifylline,DTXSID7023437,4740,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,5.641,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1584,Theobromine,DTXSID9026132,5429,YAPQBXQYLJRXSA-UHFFFAOYSA-N,16.75,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1585,"2-Amino-3,8-dimethylimidazo-[4,5-f]quinoxaline | MeIQx",DTXSID1020801,62275,DVCCCQNKIYNAKB-UHFFFAOYSA-N,5.846,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1586,Coumestrol,DTXSID6022399,5281707,ZZIALNLLNHEQPJ-UHFFFAOYSA-N,1.889,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1587,Famotidine,DTXSID5023039,3325,XUFQPHANEAPEMJ-UHFFFAOYSA-N,5.002,mg/L,LOW,3,"OPERA 2.7, QSARr",100,mg/L,100,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_1588,Fenproporex,DTXSID0043921,61810,IQUFSXIQAFPIMR-UHFFFAOYSA-N,13.45,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1589,Phenylephrine,DTXSID9023465,6041,SONNWYBIRXJNDC-VIFPVBQESA-N,15.34,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1590,Rivastigmine,DTXSID7023564,77991,XSVMFMHYUFZWBK-NSHDSACASA-N,3.772,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1591,Thiamethoxam NOA 407475,DTXSID70891508,89351742,JDTUGRDKAOPKRI-UHFFFAOYSA-N,5.386,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1593,Thiamethoxam degradate CGA-355190,DTXSID801017884,102188274,ASRURCPAEIJLEJ-UHFFFAOYSA-N,4.497,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1594,Tapentadol,DTXSID30170003,9838022,KWTWDQCKEHXFFR-SMDDNHRTSA-N,5.548,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1595,Nicotine,DTXSID1020930,89594,SNICXCGAKADSCV-JTQLQIEISA-N,17.83,mg/L,LOW,3,"OPERA 2.7, QSARr",4.072,mg/L,4.669,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_1596,(-)-(S)-Nornicotine,DTXSID7075420,91462,MYKUKUCHPMASKF-VIFPVBQESA-N,21.2,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1597,Icariin,DTXSID00964133,5318997,TZJALUIVHRYQQB-XLRXWWTNSA-N,6.685,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1598,Benzthiazide,DTXSID4022658,2343,NDTSRXAMMQDVSW-UHFFFAOYSA-N,3.253,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1599,Desmedipham,DTXSID0034518,24743,WZJZMXBKUWKXTQ-UHFFFAOYSA-N,2.684,mg/L,LOW,3,"OPERA 2.7, QSARr",1.915,mg/L,3.194,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_1600,Phenmedipham,DTXSID1024255,24744,IDOWTHOLJBTAFI-UHFFFAOYSA-N,2.729,mg/L,LOW,3,"OPERA 2.7, QSARr",1.538,mg/L,2.369,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_1601,Coumachlor,DTXSID8041797,54682651,DEKWZWCFHUABHE-UHFFFAOYSA-N,1.468,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1602,Psilocin,DTXSID5048899,4980,SPCIYGNTAMCTRO-UHFFFAOYSA-N,6.553,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1603,Bufotenine,DTXSID0048894,10257,VTTONGPRPXSUTJ-UHFFFAOYSA-N,6.747,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1604,Etilefrine,DTXSID1023029,3306,SQVIAVUSQAWMKL-UHFFFAOYSA-N,15.18,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1605,Difenacoum,DTXSID2058128,54676884,FVQITOLOYMWVFU-UHFFFAOYSA-N,0.8439,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1606,Brodifacoum,DTXSID5032529,54680676,VEUZZDOCACZPRY-UHFFFAOYSA-N,0.8967,mg/L,LOW,0,"OPERA 2.7, QSARr",0.0215,mg/L,0.4815,mg/L,3,3,"OPERA 2.7, QSARr",7
ID_1607,Difethialone,DTXSID4032374,n/a,JHELOZJAKXYVBE-UHFFFAOYSA-N,0.9241,mg/L,LOW,3,"OPERA 2.7, QSARr",0.0522,mg/L,0.06185,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_1608,Bromadiolone,DTXSID9032589,54680085,OWNRRUFOJXFKCU-UHFFFAOYSA-N,0.8821,mg/L,LOW,3,"OPERA 2.7, QSARr",1.48,mg/L,2.049,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_1609,3-[3-(tert-Butylamino)-2-hydroxypropoxy]-4-chlorobenzoic acid,DTXSID40962395,3016343,QNYWJTMYNAJZTQ-UHFFFAOYSA-N,4.686,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1610,"3-[4-(2-{4-[(Oxiran-2-yl)methoxy]phenyl}propan-2-yl)phenoxy]propane-1,2-diol",DTXSID90997359,150694,NBLIPZBCGXIEFO-UHFFFAOYSA-N,2.894,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1611,Citalopram N-oxide,DTXSID50435141,10068142,DIOGFDCEWUUSBQ-UHFFFAOYSA-N,4.688,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1612,Oxyfedrine,DTXSID0023408,5489013,GDYUVHBMFVMBAF-LIRRHRJNSA-N,6.65,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1613,Phentolamine,DTXSID4023462,4920903,MRBDMNSDAVCSSF-UHFFFAOYSA-N,2.97,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1614,Furazolidone,DTXSID4041997,3435,PLHJDBGFXBMTGZ-UHFFFAOYSA-N,3.287,mg/L,LOW,3,"OPERA 2.7, QSARr",25,mg/L,25,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_1615,Formetanate,DTXSID9041990,31099,RMFNNCGOSPBBAD-UHFFFAOYSA-N,5.546,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1616,Clidinium,DTXSID6045379,2784,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,4.598,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1617,"Phenol, 3-[1-hydroxy-2-[(methylamino)methyl]cyclohexyl]-",DTXSID00403416,4450329,CJXNQQLTDXASSR-UHFFFAOYSA-N,7.585,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1618,"3-{2-(2,4-dichlorophenyl)-2-[(1H-1,2,4-triazol-1-yl)methyl]-1,3-dioxolan-4-yl}propan-1-ol",DTXSID70891629,90950468,GZZNFYOGUUPAEU-UHFFFAOYSA-N,3.302,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1619,O-Desmethyltramadol,DTXSID40894102,130829,UWJUQVWARXYRCG-UHFFFAOYSA-N,7.252,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1620,Dapiprazole,DTXSID90223140,3033538,RFWZESUMWJKKRN-UHFFFAOYSA-N,4.315,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1621,Risperidone,DTXSID8045193,5073,RAPZEAPATHNIPO-UHFFFAOYSA-N,3.096,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1622,3-{2-[Di(propan-2-yl)amino]ethyl}-1H-indol-4-ol,DTXSID50618836,21854225,KBRYKXCBGISXQV-UHFFFAOYSA-N,2.636,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1623,Ivabradine,DTXSID2048240,132999,ACRHBAYQBXXRTO-OAQYLSRUSA-N,3.133,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1624,Amidosulfobetaine-14,DTXSID50398742,4046965,UTSXERRKRAEDOV-UHFFFAOYSA-N,5.763,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1625,Nystatin A3 | Nystadin,DTXSID80212205,73152351,IKYMLQOHQLVORI-UHFFFAOYSA-N,14.23,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1626,"1,2,3,6-Tetrahydrophthalimide",DTXSID8026513,6808,CIFFBTOJCKSRJY-UHFFFAOYSA-N,35.45,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1627,Iothalamic acid,DTXSID5023164,3737,UXIGWFXRQKWHHA-UHFFFAOYSA-N,6.068,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1628,Ioxitalamic acid,DTXSID60182457,34536,OLAOYPRJVHUHCF-UHFFFAOYSA-N,8.406,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1629,Acamprosate,DTXSID3044259,71158,AFCGFAGUEYAMAO-UHFFFAOYSA-N,26.9,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1630,"3alpha,5alpha-Tetrahydrocortisol",DTXSID80861575,92748,AODPIQQILQLWGS-FDSHTENPSA-N,6.462,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1631,Tetrahydrocortisol,DTXSID601018917,5864,AODPIQQILQLWGS-GXBDJPPSSA-N,6.462,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1632,Deoxycholic acid,DTXSID0042662,222528,KXGVEGMKQFWNSR-LLQZFEROSA-N,2.164,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1633,Allotetrahydrocortisone,DTXSID30878592,101762,SYGWGHVTLUBCEM-TUJFWAKLSA-N,6.63,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1634,Tetrahydrocortisone,DTXSID70878591,5866,SYGWGHVTLUBCEM-ZIZPXRJBSA-N,6.63,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1635,Nivalenol,DTXSID3021067,5284433,UKOTXHQERFPCBU-XBXCNEFVSA-N,3.638,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1636,Cholic acid,DTXSID6040660,221493,BHQCQFFYRZLCQQ-OELDTZBJSA-N,3.97,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1637,Chenodeoxycholic acid,DTXSID2020260,10133,RUDATBOHQWOJDD-BSWAIDMHSA-N,2.089,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1638,Ursodeoxycholic acid,DTXSID6023731,31401,RUDATBOHQWOJDD-UZVSRGJWSA-N,2.089,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1639,Androsterone,DTXSID3036525,5879,QGXBDMJGAMFCBF-HLUDHZFRSA-N,3.328,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1640,Chloramben,DTXSID2020262,8630,HSSBORCLYSCBJR-UHFFFAOYSA-N,4.157,mg/L,MODERATE,3,"OPERA 2.7, QSARr",10,mg/L,10,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_1641,Glipizide,DTXSID10162188,137321145,RQQJJXVETXFINY-UHFFFAOYSA-N,5.49,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1642,Famoxadone,DTXSID8034588,213032,PCCSBWNGDMYFCW-UHFFFAOYSA-N,1.045,mg/L,LOW,0,"OPERA 2.7, QSARr",0.0121,mg/L,0.01975,mg/L,3,3,"OPERA 2.7, QSARr",3
ID_1643,Zidovudine,DTXSID8020127,35370,HBOMLICNUCNMMY-XLPZGREQSA-N,4.938,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1644,Bendroflumethiazide,DTXSID5022647,2315,HDWIHXWEUNVBIY-UHFFFAOYSA-N,4.094,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1645,Digoxin,DTXSID5022934,2724385,LTMHDMANZUZIPE-PUGKRICDSA-N,7.844,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1646,Digitoxin,DTXSID0022933,441207,WDJUZGPOPHTGOT-XUDUSOBPSA-N,5.114,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1647,Glycyrrhetinic acid,DTXSID9020669,10114,MPDGHEJMBKOTSU-YKLVYJNSSA-N,0.9075,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1648,Epiandrosterone,DTXSID20289698,441302,QGXBDMJGAMFCBF-LUJOEAJASA-N,3.328,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1649,Dehydroepiandrosterone,DTXSID4020379,5881,FMGSKLZLMKYGDP-USOAJAOKSA-N,3.824,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1650,(+)-Ursolic acid,DTXSID70883221,64945,WCGUUGGRBIKTOS-GPOJBZKASA-N,1.031,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1651,3-Bromocarbazole,DTXSID00936072,252446,LTBWKAYPXIIVPC-UHFFFAOYSA-N,0.7385,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1652,Chlorantraniliprole,DTXSID2044345,11271640,PSOVNZZNOMJUBI-UHFFFAOYSA-N,1.564,mg/L,LOW,2,"OPERA 2.7, QSARr",1.125,mg/L,4.451,mg/L,2,2,"OPERA 2.7, QSARr",8
ID_1653,Remoxipride,DTXSID6045668,54477,GUJRSXAPGDDABA-NSHDSACASA-N,4.755,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1654,Chlorothalonil R611965,DTXSID10597537,19028628,XKFUETYLBPYNKF-UHFFFAOYSA-N,3.111,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1655,(3-Chloro-2-hydroxypropyl)trimethylaminium,DTXSID50274618,18733,XIUCEANTZSXBQQ-UHFFFAOYSA-N,19.22,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1656,(3-Chloro-2-hydroxypropyl)trimethylammonium chloride,DTXSID3027534,18732,CSPHGSFZFWKVDL-UHFFFAOYSA-M,19.22,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1657,3-Chloro-2-methylaniline,DTXSID3024815,6894,ZUVPLKVDZNDZCM-UHFFFAOYSA-N,17.16,mg/L,GOOD,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1658,Flurochloridone,DTXSID0041987,91677,OQZCSNDVOWYALR-UHFFFAOYSA-N,1.24,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1659,Phosphamidon,DTXSID7021156,25750,RGCLLPNLLBQHPF-UHFFFAOYSA-N,2.63,mg/L,LOW,3,"OPERA 2.7, QSARr",4.95,mg/L,28.28,mg/L,3,3,"OPERA 2.7, QSARr",27
ID_1660,3-Chloro-4-methylaniline,DTXSID0020286,7255,RQKFYFNZSHWXAW-UHFFFAOYSA-N,12.13,mg/L,GOOD,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1661,Mefenorex,DTXSID6057665,21777,XXVROGAVTTXONC-UHFFFAOYSA-N,5.375,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1662,Fluazinam,DTXSID7032551,91731,UZCGKGPEKUCDTF-UHFFFAOYSA-N,1.133,mg/L,LOW,0,"OPERA 2.7, QSARr",0.03934,mg/L,0.08166,mg/L,3,3,"OPERA 2.7, QSARr",5
ID_1663,Allyl chloride,DTXSID4039231,7850,OSDWBNJEKMUWAV-UHFFFAOYSA-N,11.29,mg/L,MODERATE,3,"OPERA 2.7, QSARr",8.86,mg/L,27.03,mg/L,3,3,"OPERA 2.7, QSARr",18
ID_1664,Hexazinone,DTXSID4024145,39965,CAWXEEYDBZRFPE-UHFFFAOYSA-N,8.374,mg/L,LOW,3,"OPERA 2.7, QSARr",100,mg/L,352.1,mg/L,3,3,"OPERA 2.7, QSARr",47
ID_1665,Lenacil,DTXSID9042093,16559,ZTMKADLOSYKWCA-UHFFFAOYSA-N,4.896,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1666,3-Dodecylbenzene-1-sulfonic acid,DTXSID40860241,25456,HRPQWSOMACYCRG-UHFFFAOYSA-N,0.7662,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1667,Ethylmorphine,DTXSID1046760,5359271,OGDVEMNWJVYAJL-LEPYJNQMSA-N,8.216,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1668,Amlodipine,DTXSID7022596,2162,HTIQEAQVCYTUBX-UHFFFAOYSA-N,5.244,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1669,Molindone,DTXSID9023332,23897,KLPWJLBORRMFGK-UHFFFAOYSA-N,8.158,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1670,Glimepiride,DTXSID5040675,n/a,WIGIZIANZCJQQY-RUCARUNLSA-N,3.223,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1671,Hydromorphone,DTXSID8023133,5284570,WVLOADHCBXTIJK-YNHQPCIGSA-N,5.695,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1672,6-Acetylmorphine,DTXSID60182154,5462507,JJGYGPZNTOPXGV-SSTWWWIQSA-N,6.434,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1673,Morphine 6-glucuronide,DTXSID40174158,5360621,GNJCUHZOSOYIEC-GAROZEBRSA-N,5.288,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1674,3-Hydroxycarbofuran,DTXSID2037506,27975,RHSUJRQZTQNSLL-UHFFFAOYSA-N,3.575,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1675,3-Hydroxycoumarin,DTXSID50239863,13650,MJKVTPMWOKAVMS-UHFFFAOYSA-N,12.71,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1676,Diacetoxyscirpenol,DTXSID80891791,15571694,AUGQEEXBDZWUJY-NMAPUUFXSA-N,5.975,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1677,Equilenin,DTXSID2052156,444865,PDRGHUMCVRDZLQ-WMZOPIPTSA-N,2.545,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1678,Equilin,DTXSID7047433,223368,WKRLQDKEXYKHJB-HFTRVMKXSA-N,2.976,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1679,Estradiol 17beta-glucuronide,DTXSID50862756,5281887,MTKNDAQYHASLID-QXYWQCSFSA-N,4.431,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1680,Estrone,DTXSID4022367,5870,DNXHEGUUPJUMQT-CBZIJGRNSA-N,3.702,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1681,3-Hydroxyestran-17-one,DTXSID90893660,128251,UOUIARGWRPHDBX-AWLYHSJUSA-N,4.165,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1682,3-Hydroxy-2-naphthoic acid,DTXSID3026560,7104,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,8.673,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1683,3-iodo-9H-carbazole,DTXSID30394929,3678069,OYIGWMXXIFYAGD-UHFFFAOYSA-N,1.007,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1684,3-Iodoprop-1-ynyl N-butylcarbamate,DTXSID50432872,9921791,DNKGZSOYWMQDTK-UHFFFAOYSA-N,7.823,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1685,3-Iodo-2-propynyl-N-butylcarbamate,DTXSID0028038,62097,WYVVKGNFXHOCQV-UHFFFAOYSA-N,9.606,mg/L,LOW,3,"OPERA 2.7, QSARr",0.067,mg/L,0.2087,mg/L,3,3,"OPERA 2.7, QSARr",19
ID_1686,Mestranol,DTXSID0020814,6291,IMSSROKUHAOUJS-MJCUULBUSA-N,0.953,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_1687,Dihydrocodeine,DTXSID5022936,5284543,RBOXVHNMENFORY-DNJOTXNNSA-N,6.494,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
